更新时间,#genre#
CCTV6,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV6,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000004574/1.m3u8?channel-id=wasusyt&Contentid=6000000001000004574&livemode=1&stbId=3$LR•IPV6『线路5』
CCTV6,http://123.161.39.146:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路6』
CCTV6,http://42.49.148.241:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路7』
CCTV6,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8$LR•IPV4『线路8』
CCTV6,http://111.8.242.107:9999/tsfile/live/1024_1.m3u8$LR•IPV4『线路9』
CCTV6,mitv://generationnexxxt.com:19806/bcd8bbb9c46540a98045c37dce48b29a$LR•IPV4『线路10』
CCTV7,http://[2409:8087:74d9:21::6]:80/270000001128/9900000504/index.m3u8$LR•IPV6『线路1』
CCTV7,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009055/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009055&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV7,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265007/$LR•IPV6『线路3』
CCTV7,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265007/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV7,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000024341/1.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3$LR•IPV6『线路5』
CCTV7,http://123.161.39.146:9901/tsfile/live/0007_1.m3u8$LR•IPV4『线路6』
CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8$LR•IPV4『线路7』
CCTV7,http://111.8.242.107:9999/tsfile/live/1073_1.m3u8$LR•IPV4『线路8』
CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV8,http://[2409:8087:74d9:21::6]:80/270000001128/9900000008/index.m3u8$LR•IPV6『线路1』
CCTV8,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265008/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV8,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000001070/1.m3u8?channel-id=wasusyt&Contentid=6000000001000001070&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV8,http://123.161.39.146:9901/tsfile/live/0008_1.m3u8$LR•IPV4『线路4』
CCTV8,http://42.49.148.241:9901/tsfile/live/0008_1.m3u8$LR•IPV4『线路5』
CCTV8,http://222.134.245.16:9901/tsfile/live/0008_1.m3u8$LR•IPV4『线路6』
CCTV8,http://111.8.242.107:9999/tsfile/live/1034_1.m3u8$LR•IPV4『线路7』
CCTV9,http://[2409:8087:74d9:21::6]:80/270000001128/9900000505/index.m3u8$LR•IPV6『线路1』
CCTV9,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000032162/1.m3u8?channel-id=wasusyt&Contentid=6000000001000032162&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV9,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000014583/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV9,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265009/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV9,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000505$LR•IPV6『线路5』
CCTV9,http://123.161.39.146:9901/tsfile/live/0009_1.m3u8$LR•IPV4『线路6』
CCTV9,http://222.134.245.16:9901/tsfile/live/0009_1.m3u8$LR•IPV4『线路7』
CCTV9,http://111.8.242.107:9999/tsfile/live/1036_1.m3u8$LR•IPV4『线路8』
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8$LR•IPV4『线路9』
CCTV10,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226164/index.m3u8$LR•IPV6『线路1』
CCTV10,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000026367/1.m3u8$LR•IPV6『线路2』
CCTV10,http://[2409:8087:74d9:21::6]:80/270000001128/9900000506/index.m3u8$LR•IPV6『线路3』
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000023734/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV10,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265010/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3$LR•IPV6『线路5』
CCTV10,http://123.161.39.146:9901/tsfile/live/0010_1.m3u8$LR•IPV4『线路6』
CCTV10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8$LR•IPV4『线路7』
CCTV10,http://111.8.242.107:9999/tsfile/live/1039_1.m3u8$LR•IPV4『线路8』
CCTV10,http://60.187.244.165:9901/tsfile/live/0010_1.m3u8$LR•IPV4『线路9』
CCTV10,http://117.27.190.42:9998/tsfile/live/23241_1.m3u8$LR•IPV4『线路10』
CCTV11,http://[2409:8087:74d9:21::6]:80/270000001128/9900000508/index.m3u8$LR•IPV6『线路1』
CCTV11,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8$LR•IPV6『线路2』
CCTV11,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV11,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265011&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV11,http://123.161.39.146:9901/tsfile/live/0011_1.m3u8$LR•IPV4『线路5』
CCTV11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8$LR•IPV4『线路6』
CCTV11,http://111.8.242.107:9999/tsfile/live/1041_1.m3u8$LR•IPV4『线路7』
CCTV11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
CCTV11,http://220.249.114.102:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
CCTV12,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226436/index.m3u8$LR•IPV6『线路1』
CCTV12,http://[2409:8087:74d9:21::6]:80/270000001128/9900000509/index.m3u8$LR•IPV6『线路2』
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000032494/1.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV12,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000022586/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3$LR•IPV6『线路5』
CCTV12,http://123.161.39.146:9901/tsfile/live/0012_1.m3u8$LR•IPV4『线路6』
CCTV12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8$LR•IPV4『线路7』
CCTV12,http://111.8.242.107:9999/tsfile/live/1043_1.m3u8$LR•IPV4『线路8』
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$LR•IPV4『线路9』
CCTV13,http://[2409:8087:74d9:21::6]:80/270000001128/9900000510/index.m3u8$LR•IPV6『线路1』
CCTV13,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV13,http://123.161.39.146:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路3』
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路4』
CCTV13,http://111.8.242.107:9999/tsfile/live/1045_1.m3u8$LR•IPV4『线路5』
CCTV13,http://60.187.244.165:9901/tsfile/live/0013_1.m3u8$LR•IPV4『线路6』
CCTV13,http://113.57.111.4:1111/tsfile/live/1012_1.m3u8$LR•IPV4『线路7』
CCTV14,http://[2409:8087:74d9:21::6]:80/270000001128/9900000511/index.m3u8$LR•IPV6『线路1』
CCTV14,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000008170/$LR•IPV6『线路2』
CCTV14,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000008170/1.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV14,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV14,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=3$LR•IPV6『线路5』
CCTV14,http://123.161.39.146:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路6』
CCTV14,http://222.134.245.16:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路7』
CCTV14,http://111.8.242.107:9999/tsfile/live/1046_1.m3u8$LR•IPV4『线路8』
CCTV14,http://60.187.244.165:9901/tsfile/live/0014_1.m3u8$LR•IPV4『线路9』
CCTV14,http://119.36.148.115:59901/tsfile/live/0014_1.m3u8$LR•IPV4『线路10』
CCTV15,http://[2409:8087:74d9:21::6]:80/270000001128/9900000512/index.m3u8$LR•IPV6『线路1』
CCTV15,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265014/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265014&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV15,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV15,http://123.161.39.146:9901/tsfile/live/0015_1.m3u8$LR•IPV4『线路4』
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8$LR•IPV4『线路5』
CCTV15,http://111.8.242.107:9999/tsfile/live/1049_1.m3u8$LR•IPV4『线路6』
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路7』
CCTV16,http://[2409:8087:74d9:21::6]:80/270000001128/9900000016/index.m3u8$LR•IPV6『线路1』
CCTV16,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000008000023254/1.m3u8?channel-id=bestzb&Contentid=5000000008000023254&livemode=1&stbId=3$LR•IPV6『线路2』
CCTV16,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000233002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000233002&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV16,http://116.135.38.201:9901/tsfile/live/1000_1.m3u8$LR•IPV4『线路4』
CCTV16,http://123.166.61.70:8003/hls/16/index.m3u8$LR•IPV4『线路5』
CCTV16,http://58.17.116.69:9908/tsfile/live/0001_17.m3u8$LR•IPV4『线路6』
CCTV16,http://113.236.31.149:9901/tsfile/live/1027_1.m3u8$LR•IPV4『线路7』
CCTV16,http://123.189.39.129:9901/tsfile/live/1027_1.m3u8$LR•IPV4『线路8』
CCTV17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8$LR•IPV6『线路1』
CCTV17,http://[2409:8087:74d9:21::9]:80/270000001128/9900000513/index.m3u8$LR•IPV6『线路2』
CCTV17,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=3$LR•IPV6『线路3』
CCTV17,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000268004/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=3$LR•IPV6『线路4』
CCTV17,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000513$LR•IPV6『线路5』
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8$LR•IPV4『线路6』
CCTV17,http://111.8.242.107:9999/tsfile/live/1025_1.m3u8$LR•IPV4『线路7』
CCTV17,http://121.24.98.45:8090/hls/15/index.m3u8$LR•IPV4『线路8』
CCTV17,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8$LR•IPV4『线路9』
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
CCTV第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8$LR•IPV4
CCTV风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$LR•IPV4『线路1』
CCTV风云足球,http://113.236.31.149:9901/tsfile/live/1122_1.m3u8$LR•IPV4『线路2』
CCTV风云足球,http://123.189.39.129:9901/tsfile/live/1122_1.m3u8$LR•IPV4『线路3』
CCTV风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8$LR•IPV4『线路4』
CCTV风云足球,http://112.234.21.109:9901/tsfile/live/1031_1.m3u8$LR•IPV4『线路5』
CCTV央视台球,http://222.169.41.47:9901/tsfile/live/1012_1.m3u8$LR•IPV4
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$LR•IPV4
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8$LR•IPV4
湖南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000523/index.m3u8$LR•IPV6『线路1』
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225490/2/index.m3u8$LR•IPV6『线路2』
湖南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265024/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265024&livemode=1&stbId=3$LR•IPV6『线路3』
湖南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000018044/1.m3u8?channel-id=wasusyt&Contentid=6000000001000018044&livemode=1&stbId=3$LR•IPV6『线路4』
湖南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006692/1.m3u8?channel-id=bestzb&Contentid=5000000004000006692&livemode=1&stbId=3$LR•IPV6『线路5』
湖南卫视,http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8$LR•IPV4『线路6』
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8$LR•IPV4『线路7』
湖南卫视,http://111.8.242.107:9999/tsfile/live/1009_1.m3u8$LR•IPV4『线路8』
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007275/1.m3u8$LR•IPV6『线路1』
浙江卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000531/index.m3u8$LR•IPV6『线路2』
浙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265031/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3$LR•IPV6『线路3』
浙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000007275/1.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=3$LR•IPV6『线路4』
浙江卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000014260/1.m3u8?channel-id=ystenlive&Contentid=1000000001000014260&livemode=1&stbId=3$LR•IPV6『线路5』
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8$LR•IPV4『线路6』
浙江卫视,http://111.8.242.107:9999/tsfile/live/1064_1.m3u8$LR•IPV4『线路7』
浙江卫视,http://112.46.85.60:8009/hls/34/index.m3u8$LR•IPV4『线路8』
浙江卫视,http://60.187.244.165:9901/tsfile/live/0124_1.m3u8$LR•IPV4『线路9』
浙江卫视,http://60.255.240.247:8090/live/zjwsH265_4000.m3u8$LR•IPV4『线路10』
东方卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/1.m3u8$LR•IPV6『线路1』
东方卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000518/index.m3u8$LR•IPV6『线路2』
东方卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265018/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265018&livemode=1&stbId=3$LR•IPV6『线路3』
东方卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000003639/1.m3u8?channel-id=wasusyt&Contentid=6000000001000003639&livemode=1&stbId=3$LR•IPV6『线路4』
东方卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000014098/1.m3u8?channel-id=bestzb&Contentid=5000000004000014098&livemode=1&stbId=3$LR•IPV6『线路5』
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8$LR•IPV4『线路6』
东方卫视,http://111.8.242.107:9999/tsfile/live/1066_1.m3u8$LR•IPV4『线路7』
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8$LR•IPV4『线路8』
东方卫视,http://60.187.244.165:9901/tsfile/live/0107_1.m3u8$LR•IPV4『线路9』
东方卫视,http://113.57.111.4:1111/tsfile/live/1018_1.m3u8$LR•IPV4『线路10』
北京卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000031556/1.m3u8$LR•IPV6『线路1』
北京卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000516/index.m3u8$LR•IPV6『线路2』
北京卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265027/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265027&livemode=1&stbId=3$LR•IPV6『线路3』
北京卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000020451/1.m3u8?channel-id=wasusyt&Contentid=6000000001000020451&livemode=1&stbId=3$LR•IPV6『线路4』
北京卫视,http://123.161.39.146:9901/tsfile/live/0122_1.m3u8$LR•IPV4『线路5』
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8$LR•IPV4『线路6』
北京卫视,http://111.8.242.107:9999/tsfile/live/1065_1.m3u8$LR•IPV4『线路7』
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
江苏卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000524/index.m3u8$LR•IPV6『线路1』
江苏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225488/2/index.m3u8$LR•IPV6『线路2』
江苏卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001828/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3$LR•IPV6『线路3』
江苏卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000014861/1.m3u8?channel-id=wasusyt&Contentid=6000000001000014861&livemode=1&stbId=3$LR•IPV6『线路4』
江苏卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265030/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265030&livemode=1&stbId=3$LR•IPV6『线路5』
江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8$LR•IPV4『线路6』
江苏卫视,http://111.8.242.107:9999/tsfile/live/1070_1.m3u8$LR•IPV4『线路7』
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8$LR•IPV4『线路8』
江苏卫视,http://60.187.244.165:9901/tsfile/live/0127_1.m3u8$LR•IPV4『线路9』
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8$LR•IPV4『线路10』
江苏卫视,http://live.nctv.top/6688/jstv.php?id=jsws$LR•IPV4『线路11』
江苏卫视,http://live.nctv.top/6688/jstv2.php?id=jsws$LR•IPV4『线路12』
江苏卫视,http://jsxhx.net:4001/udp/239.49.8.138:6000$LR•IPV4『线路13』
江西卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000525/index.m3u8$LR•IPV6『线路1』
江西卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225492/2/index.m3u8$LR•IPV6『线路2』
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265032/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265032&livemode=1&stbId=3$LR•IPV6『线路3』
江西卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000006000268001/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268001&livemode=1&stbId=3$LR•IPV6『线路4』
江西卫视,http://123.161.39.146:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路5』
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路6』
江西卫视,http://111.8.242.107:9999/tsfile/live/1019_1.m3u8$LR•IPV4『线路7』
江西卫视,http://60.187.244.165:9901/tsfile/live/0138_1.m3u8$LR•IPV4『线路8』
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
江西卫视,http://203.205.220.214/yun-live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8$LR•IPV4『线路10』
江西卫视,http://live.nctv.top/6688/jxtv1.php?id=jxws$LR•IPV4『线路11』
江西卫视,http://php.jdshipin.com:8880/jxtv2.php?id=1$LR•IPV4『线路12』
江西卫视,rtsp://115.153.245.70/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路13』
江西卫视,rtsp://115.153.233.154/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路14』
江西卫视,rtsp://115.153.212.72/PLTV/88888888/224/3221226656/46275837.smil$LR•IPV4『线路15』
安徽卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226205/index.m3u8$LR•IPV6『线路1』
安徽卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000514/index.m3u8$LR•IPV6『线路2』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000030159/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3$LR•IPV6『线路3』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000009954/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009954&livemode=1&stbId=3$LR•IPV6『线路4』
安徽卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265025/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3$LR•IPV6『线路5』
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路6』
安徽卫视,http://111.8.242.107:9999/tsfile/live/1057_1.m3u8$LR•IPV4『线路7』
安徽卫视,http://60.187.244.165:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路8』
安徽卫视,http://123.129.70.178:9901/tsfile/live/0130_1.m3u8$LR•IPV4『线路9』
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
重庆卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000517/index.m3u8$LR•IPV6『线路1』
重庆卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000001000001096/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=3$LR•IPV6『线路2』
重庆卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265017/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265017&livemode=1&stbId=3$LR•IPV6『线路3』
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路4』
重庆卫视,http://111.8.242.107:9999/tsfile/live/1071_1.m3u8$LR•IPV4『线路5』
重庆卫视,http://60.187.244.165:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路6』
重庆卫视,http://113.57.111.4:1111/tsfile/live/1030_1.m3u8$LR•IPV4『线路7』
重庆卫视,http://123.161.155.128:9901/tsfile/live/0142_1.m3u8$LR•IPV4『线路8』
四川卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000025/index.m3u8$LR•IPV6『线路1』
四川卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225487/2/index.m3u8$LR•IPV6『线路2』
四川卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000006119/1.m3u8?channel-id=bestzb&Contentid=5000000004000006119&livemode=1&stbId=3$LR•IPV6『线路3』
四川卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000025$LR•IPV6『线路4』
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路5』
四川卫视,http://111.8.242.107:9999/tsfile/live/1056_1.m3u8$LR•IPV4『线路6』
四川卫视,http://60.187.244.165:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路7』
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8$LR•IPV4『线路8』
四川卫视,http://123.161.155.128:9901/tsfile/live/0123_1.m3u8$LR•IPV4『线路9』
东南卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226182/index.m3u8$LR•IPV6『线路1』
东南卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000519/index.m3u8$LR•IPV6『线路2』
东南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000010584/1.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3$LR•IPV6『线路3』
东南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265033/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265033&livemode=1&stbId=3$LR•IPV6『线路4』
东南卫视,http://123.161.39.146:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路5』
东南卫视,http://222.134.245.16:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路6』
东南卫视,http://111.8.242.107:9999/tsfile/live/1022_1.m3u8$LR•IPV4『线路7』
东南卫视,http://60.187.244.165:9901/tsfile/live/0137_1.m3u8$LR•IPV4『线路8』
东南卫视,http://60.255.240.247:8090/live/dnwsfjwsH265_4000.m3u8$LR•IPV4『线路9』
东南卫视,http://live.nctv.top/6688/bestv.php?id=dnws$LR•IPV4『线路10』
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000529/index.m3u8$LR•IPV6『线路1』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000004000007410/1.m3u8?channel-id=bestzb&Contentid=5000000004000007410&livemode=1&stbId=3$LR•IPV6『线路2』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265028/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3$LR•IPV6『线路3』
深圳卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/6000000001000002116/1.m3u8?channel-id=wasusyt&Contentid=6000000001000002116&livemode=1&stbId=3$LR•IPV6『线路4』
深圳卫视,http://123.161.39.146:9901/tsfile/live/0126_1.m3u8$LR•IPV4『线路5』
深圳卫视,http://111.8.242.107:9999/tsfile/live/1021_1.m3u8$LR•IPV4『线路6』
